Time (s),Vibration Amplitudes
0.0,8514.0
0.03342696629213483,5092.0
0.06685393258426967,7615.0
0.1002808988764045,6158.0
0.13370786516853933,4267.0
0.16713483146067415,4513.0
0.200561797752809,6031.0
0.23398876404494384,6199.0
0.26741573033707866,4108.0
0.3008426966292135,4109.0
0.3342696629213483,4201.0
0.3676966292134832,10720.0
0.401123595505618,3008.0
0.4345505617977528,2776.0
0.4679775280898877,3823.0
0.5014044943820225,3210.0
0.5348314606741573,1982.0
0.5682584269662921,1918.0
0.601685393258427,3565.0
0.6351123595505618,4085.0
0.6685393258426966,3090.0
0.7019662921348315,2268.0
0.7353932584269663,2794.0
0.7688202247191012,7606.0
0.802247191011236,3021.0
0.8356741573033708,1100.0
0.8691011235955056,2421.0
0.9025280898876404,2779.0
0.9359550561797754,1823.0
0.9693820224719102,1279.0
1.002808988764045,1776.0
1.0362359550561797,2305.0
1.0696629213483146,1490.0
1.1030898876404496,1112.0
1.1365168539325843,1614.0
1.1699438202247192,6455.0
1.203370786516854,2138.0
1.2367977528089888,1966.0
1.2702247191011236,2004.0
1.3036516853932585,5159.0
1.3370786516853932,3018.0
1.3705056179775281,1263.0
1.403932584269663,1815.0
1.4373595505617978,1304.0
1.4707865168539327,1608.0
1.5042134831460674,1789.0
1.5376404494382023,1525.0
1.571067415730337,10268.0
1.604494382022472,1913.0
1.637921348314607,1251.0
1.6713483146067416,1082.0
1.7047752808988765,1216.0
1.7382022471910112,1498.0
1.7716292134831462,1256.0
1.8050561797752809,1069.0
1.8384831460674158,888.0
1.8719101123595507,2199.0
1.9053370786516854,1942.0
1.9387640449438204,11056.0
1.972191011235955,7114.0
2.00561797752809,4766.0
2.0390449438202247,1746.0
2.0724719101123594,3400.0
2.1058988764044946,6456.0
2.1393258426966293,14128.0
2.172752808988764,4808.0
2.206179775280899,4683.0
2.239606741573034,2336.0
2.2730337078651686,1720.0
2.3064606741573033,1948.0
2.3398876404494384,1390.0
2.373314606741573,5777.0
2.406741573033708,1894.0
2.440168539325843,10102.0
2.4735955056179777,3393.0
2.5070224719101124,1568.0
2.540449438202247,1455.0
2.5738764044943823,2056.0
2.607303370786517,1119.0
2.6407303370786517,2788.0
2.6741573033707864,2854.0
2.7075842696629215,2311.0
2.7410112359550562,2037.0
2.774438202247191,6203.0
2.807865168539326,1830.0
2.841292134831461,1052.0
2.8747191011235955,2030.0
2.9081460674157302,1600.0
2.9415730337078654,7502.0
2.975,5312.0
3.008426966292135,1797.0
3.04185393258427,1133.0
3.0752808988764047,878.0
3.1087078651685394,3553.0
3.142134831460674,2305.0
3.1755617977528092,6152.0
3.208988764044944,2369.0
3.2424157303370786,1436.0
3.275842696629214,1237.0
3.3092696629213485,1361.0
3.342696629213483,974.0
3.376123595505618,1212.0
3.409550561797753,1170.0
3.4429775280898878,627.0
3.4764044943820225,812.0
3.5098314606741576,1778.0
3.5432584269662923,1628.0
3.576685393258427,4914.0
3.6101123595505618,2674.0
3.643539325842697,2765.0
3.6769662921348316,1667.0
3.7103932584269663,1669.0
3.7438202247191015,6661.0
3.777247191011236,2500.0
3.810674157303371,1903.0
3.8441011235955056,5957.0
3.8775280898876407,2197.0
3.9109550561797755,1952.0
3.94438202247191,4023.0
3.977808988764045,6294.0
4.01123595505618,1413.0
4.044662921348315,2065.0
4.078089887640449,2000.0
4.111516853932584,1478.0
4.144943820224719,1420.0
4.1783707865168545,2174.0
4.211797752808989,1668.0
4.245224719101124,2238.0
4.278651685393259,1249.0
4.312078651685393,1866.0
4.345505617977528,4639.0
4.378932584269663,5834.0
4.412359550561798,6729.0
4.445786516853933,2980.0
4.479213483146068,2780.0
4.512640449438202,5136.0
4.546067415730337,1430.0
4.579494382022472,2043.0
4.6129213483146065,1839.0
4.646348314606742,2044.0
4.679775280898877,911.0
4.7132022471910116,946.0
4.746629213483146,1609.0
4.780056179775281,5668.0
4.813483146067416,1884.0
4.84691011235955,1840.0
4.880337078651686,1172.0
4.913764044943821,1183.0
4.947191011235955,1025.0
4.98061797752809,2614.0
5.014044943820225,1512.0
5.0474719101123595,7810.0
5.080898876404494,1616.0
5.11432584269663,797.0
5.1477528089887645,5404.0
5.181179775280899,6246.0
5.214606741573034,2230.0
5.248033707865169,1842.0
5.281460674157303,5709.0
5.314887640449438,4938.0
5.348314606741573,1686.0
5.381741573033708,2870.0
5.415168539325843,4160.0
5.448595505617978,2268.0
5.4820224719101125,1845.0
5.515449438202247,5695.0
5.548876404494382,1332.0
5.582303370786517,7503.0
5.615730337078652,5706.0
5.649157303370787,2879.0
5.682584269662922,2466.0
5.716011235955056,6840.0
5.749438202247191,5078.0
5.782865168539326,2354.0
5.8162921348314605,7475.0
5.849719101123596,2623.0
5.883146067415731,2918.0
5.9165730337078655,10128.0
5.95,2850.0
5.983426966292135,7372.0
6.01685393258427,10153.0
6.050280898876404,2452.0
6.08370786516854,4378.0
6.117134831460675,3140.0
6.150561797752809,2454.0
6.183988764044944,2255.0
6.217415730337079,3110.0
6.250842696629213,2275.0
6.284269662921348,5322.0
6.317696629213484,6807.0
6.3511235955056184,1909.0
6.384550561797753,6461.0
6.417977528089888,2370.0
6.451404494382023,1546.0
6.484831460674157,1391.0
6.518258426966292,6061.0
6.551685393258428,3408.0
6.585112359550562,2786.0
6.618539325842697,3478.0
6.651966292134832,4187.0
6.685393258426966,2570.0
6.718820224719101,1526.0
6.752247191011236,2494.0
6.785674157303371,6874.0
6.819101123595506,1975.0
6.852528089887641,1563.0
6.8859550561797755,7084.0
6.91938202247191,2911.0
6.952808988764045,3104.0
6.98623595505618,3998.0
7.019662921348315,2593.0
7.05308988764045,1069.0
7.086516853932585,1981.0
7.119943820224719,2804.0
7.153370786516854,1819.0
7.186797752808989,6303.0
7.2202247191011235,1902.0
7.253651685393259,1661.0
7.287078651685394,1738.0
7.3205056179775285,2616.0
7.353932584269663,1355.0
7.387359550561798,1554.0
7.420786516853933,2051.0
7.454213483146067,4729.0
7.487640449438203,1786.0
7.521067415730338,2281.0
7.554494382022472,2541.0
7.587921348314607,5598.0
7.621348314606742,1918.0
7.6547752808988765,1790.0
7.688202247191011,837.0
7.721629213483146,1315.0
7.7550561797752815,1296.0
7.788483146067416,972.0
7.821910112359551,1111.0
7.855337078651686,1379.0
7.88876404494382,1291.0
7.922191011235955,1091.0
7.95561797752809,1844.0
7.989044943820225,6682.0
8.02247191011236,2586.0
8.055898876404495,2845.0
8.08932584269663,1668.0
8.122752808988764,7095.0
8.156179775280899,3078.0
8.189606741573034,1431.0
8.223033707865168,1249.0
8.256460674157303,6057.0
8.289887640449438,3237.0
8.323314606741574,1174.0
8.356741573033709,1048.0
8.390168539325844,6830.0
8.423595505617978,1900.0
8.457022471910113,1425.0
8.490449438202248,752.0
8.523876404494382,726.0
8.557303370786517,919.0
8.590730337078652,1867.0
8.624157303370787,1089.0
8.657584269662921,3620.0
8.691011235955056,7884.0
8.72443820224719,1564.0
8.757865168539325,562.0
8.79129213483146,8530.0
8.824719101123597,5514.0
8.858146067415731,1945.0
8.891573033707866,1516.0
8.925,7023.0
8.958426966292135,2563.0
8.99185393258427,2460.0
9.025280898876405,2077.0
9.05870786516854,2193.0
9.092134831460674,1187.0
9.125561797752809,722.0
9.158988764044944,817.0
9.192415730337078,5527.0
9.225842696629213,1690.0
9.259269662921348,5735.0
9.292696629213484,3349.0
9.326123595505619,3506.0
9.359550561797754,5323.0
9.392977528089888,2312.0
9.426404494382023,4346.0
9.459831460674158,3579.0
9.493258426966293,2227.0
9.526685393258427,3847.0
9.560112359550562,2299.0
9.593539325842697,6547.0
9.626966292134831,2150.0
9.660393258426966,2517.0
9.6938202247191,2074.0
9.727247191011235,1504.0
9.760674157303372,1717.0
9.794101123595507,1158.0
9.827528089887641,1766.0
9.860955056179776,7627.0
9.89438202247191,4176.0
9.927808988764045,5581.0
9.96123595505618,5143.0
9.994662921348315,5783.0
10.02808988764045,2233.0
10.061516853932584,799.0
10.094943820224719,2330.0
10.128370786516854,3175.0
10.161797752808988,2337.0
10.195224719101123,1440.0
10.22865168539326,1408.0
10.262078651685394,4702.0
10.295505617977529,2643.0
10.328932584269664,6579.0
10.362359550561798,20107.0
10.395786516853933,5902.0
10.429213483146068,1924.0
10.462640449438203,1184.0
10.496067415730337,1009.0
10.529494382022472,782.0
10.562921348314607,621.0
10.596348314606741,609.0
10.629775280898876,9507.0
10.66320224719101,6551.0
10.696629213483146,3860.0
10.730056179775282,1971.0
10.763483146067417,2650.0
10.796910112359551,8267.0
10.830337078651686,2656.0
10.86376404494382,1114.0
10.897191011235956,1249.0
10.93061797752809,1470.0
10.964044943820225,1143.0
10.99747191011236,637.0
11.030898876404494,1587.0
11.064325842696629,1240.0
11.097752808988764,465.0
11.131179775280899,749.0
11.164606741573033,994.0
11.19803370786517,6841.0
11.231460674157304,2102.0
11.26488764044944,1694.0
11.298314606741574,889.0
11.331741573033709,764.0
11.365168539325843,760.0
11.398595505617978,799.0
11.432022471910113,1335.0
11.465449438202247,752.0
11.498876404494382,326.0
11.532303370786517,1097.0
11.565730337078652,746.0
11.599157303370786,5190.0
11.632584269662921,1540.0
11.666011235955057,1068.0
11.699438202247192,575.0
11.732865168539327,380.0
11.766292134831462,1113.0
11.799719101123596,552.0
11.833146067415731,1397.0
11.866573033707866,1250.0
